id,nodeid,nodetype,workgroupid,username,id,name,sgender,parentprojectid,data
4144,node_15.al,AssessmentListNode,6616,BrynM1116,303,Evolution Pre-test - Cindy Blakeslee - Loyola Academy,1,463,"{""nodeId"":""node_15.al"",""visitEndTime"":1393862438000,""hintStates"":[],""nodeStates"":[{""timestamp"":1393862436448,""assessments"":[{""response"":{""id"":""3SUTt3hC0H"",""text"":""Introducing a new breed of panthers"",""autoScoreResult"":{""maxScore"":0,""isCorrect"":true}},""id"":""lkZj7mtwk4"",""type"":""radio""},{""response"":{""text"":""Helps create genetic diversity. If mutations/ genetic defects are recessive they will be masked. ""},""id"":""YiqdDVB0lJ"",""type"":""text""}],""submit"":false,""isSubmit"":true,""locked"":true,""type"":""assessmentlist""}],""visitStartTime"":1393862357000,""nodeType"":""AssessmentListNode"",""visitPostTime"":null}"
4145,node_18.al,AssessmentListNode,6616,BrynM1116,303,Evolution Pre-test - Cindy Blakeslee - Loyola Academy,1,463,"{""nodeId"":""node_18.al"",""visitEndTime"":1393862547000,""hintStates"":[],""nodeStates"":[{""timestamp"":1393862547870,""assessments"":[{""response"":{""id"":""yrIZYvVdXA"",""text"":""Maximum possible; ten arm lengths."",""autoScoreResult"":{""maxScore"":1,""choiceScore"":1,""isCorrect"":true}},""id"":""l56D2FAV3d"",""type"":""radio""},{""response"":{""text"":""Kids farther behind will not have to vary from the direct path as much. ""},""id"":""7zMEOFH1Vm"",""type"":""text""},{""response"":{""id"":""uikpJ33WFB"",""text"":""At the very end of the line."",""autoScoreResult"":{""maxScore"":1,""choiceScore"":1,""isCorrect"":true}},""id"":""yOlU6VfZAZ"",""type"":""radio""},{""response"":{""text"":""Less path variation average distance. ""},""id"":""AWUGamhWtt"",""type"":""text""}],""submit"":false,""isSubmit"":false,""type"":""assessmentlist""}],""visitStartTime"":1393862438000,""nodeType"":""AssessmentListNode"",""visitPostTime"":null}"
4146,node_19.al,AssessmentListNode,6616,BrynM1116,303,Evolution Pre-test - Cindy Blakeslee - Loyola Academy,1,463,"{""nodeId"":""node_19.al"",""visitEndTime"":1393862650000,""hintStates"":[],""nodeStates"":[{""timestamp"":1393862650605,""assessments"":[{""response"":{""id"":""NEZPdQE6aZ"",""text"":""Path B"",""autoScoreResult"":{""maxScore"":1,""choiceScore"":1,""isCorrect"":true}},""id"":""oWovHD6c2V"",""type"":""radio""},{""response"":{""id"":""iON7GXiBl4"",""text"":""Yes he should, because it will increase his chances of reaching to the charging station."",""autoScoreResult"":{""maxScore"":1,""choiceScore"":1,""isCorrect"":true}},""id"":""dOoRm2Fpm0"",""type"":""radio""},{""response"":null,""id"":""cADFqYQTOz"",""type"":""text""}],""submit"":false,""isSubmit"":false,""type"":""assessmentlist""}],""visitStartTime"":1393862547000,""nodeType"":""AssessmentListNode"",""visitPostTime"":null}"
4147,node_20.al,AssessmentListNode,6616,BrynM1116,303,Evolution Pre-test - Cindy Blakeslee - Loyola Academy,1,463,"{""nodeId"":""node_20.al"",""visitEndTime"":1393862690000,""hintStates"":[],""nodeStates"":[{""timestamp"":1393862688091,""assessments"":[{""response"":{""id"":""EFJaN4zSeM"",""text"":""Graph A"",""autoScoreResult"":{""maxScore"":1,""choiceScore"":1,""isCorrect"":true}},""id"":""0dHlpeqkc8"",""type"":""radio""},{""response"":{""id"":""J6pbtlzM1t"",""text"":""Graph D"",""autoScoreResult"":{""maxScore"":1,""choiceScore"":1,""isCorrect"":true}},""id"":""h8mqBgvQsj"",""type"":""radio""}],""submit"":false,""isSubmit"":true,""locked"":true,""type"":""assessmentlist""}],""visitStartTime"":1393862650000,""nodeType"":""AssessmentListNode"",""visitPostTime"":null}"
4137,node_0.al,AssessmentListNode,6619,BrianO0127,303,Evolution Pre-test - Cindy Blakeslee - Loyola Academy,0,463,"{""nodeId"":""node_0.al"",""visitEndTime"":1393861695000,""hintStates"":[],""nodeStates"":[{""timestamp"":1393861695313,""assessments"":[{""response"":{""id"":""LyvcCBaP8Y"",""text"":""During treatment with an antibiotic, only those individual bacteria that already have a trait that helps them survive the effects of the antibiotic will live.  Their offspring in the next generation will also have this trait. "",""autoScoreResult"":{""maxScore"":1,""choiceScore"":1,""isCorrect"":true}},""id"":""kyGatwL8Zy"",""type"":""radio""},{""response"":{""id"":""IgaUggyULI"",""text"":""The individual birds that already have the kind of beak that allows them to eat the seeds that are harder to crack open would be more likely to survive and reproduce."",""autoScoreResult"":{""maxScore"":1,""choiceScore"":1,""isCorrect"":true}},""id"":""bJKlnjnZ27"",""type"":""radio""},{""response"":null,""id"":""rCwfXhhb1O"",""type"":""radio""},{""response"":null,""id"":""Ol4jrE6MXI"",""type"":""radio""},{""response"":null,""id"":""YJVWkwkdRu"",""type"":""text""}],""submit"":false,""isSubmit"":false,""type"":""assessmentlist""}],""visitStartTime"":1393861630000,""nodeType"":""AssessmentListNode"",""visitPostTime"":null}"
4138,node_17.al,AssessmentListNode,6619,BrianO0127,303,Evolution Pre-test - Cindy Blakeslee - Loyola Academy,0,463,"{""nodeId"":""node_17.al"",""visitEndTime"":1393861748000,""hintStates"":[],""nodeStates"":[{""timestamp"":1393861748847,""assessments"":[{""response"":{""id"":""2jzlnH1uDJ"",""text"":""She cannot be absolutely certain that the real airplane will fly well in the rain unless she actually flies the real airplane in the rain."",""autoScoreResult"":{""maxScore"":1,""choiceScore"":1,""isCorrect"":true}},""id"":""gHnYaEJsRx"",""type"":""radio""},{""response"":{""id"":""UJtHErrwmM"",""text"":""Either the small-scale version of the house or the floor plans could be a better model depending on what model will be used for."",""autoScoreResult"":{""maxScore"":1,""choiceScore"":1,""isCorrect"":true}},""id"":""5Sl88vyECB"",""type"":""radio""},{""response"":null,""id"":""ijwuCmUAo2"",""type"":""radio""}],""submit"":false,""isSubmit"":false,""type"":""assessmentlist""}],""visitStartTime"":1393861695000,""nodeType"":""AssessmentListNode"",""visitPostTime"":null}"
4140,node_11.al,AssessmentListNode,6619,BrianO0127,303,Evolution Pre-test - Cindy Blakeslee - Loyola Academy,0,463,"{""nodeId"":""node_11.al"",""visitEndTime"":1393861852000,""hintStates"":[],""nodeStates"":[{""timestamp"":1393861852584,""assessments"":[{""response"":{""id"":""tF3QlaJmut"",""text"":""Because these traits don\u2019t contribute to survival or chance of reproduction, allele frequencies for the traits will be very similar on both parts of the island."",""autoScoreResult"":{""maxScore"":1}},""id"":""jf6TONHsd2"",""type"":""radio""},{""response"":null,""id"":""ffNUt2iyDE"",""type"":""text""},{""response"":null,""id"":""etjxUgd7Z7"",""type"":""radio""}],""submit"":false,""isSubmit"":false,""type"":""assessmentlist""}],""visitStartTime"":1393861797000,""nodeType"":""AssessmentListNode"",""visitPostTime"":null}"
4141,node_12.al,AssessmentListNode,6619,BrianO0127,303,Evolution Pre-test - Cindy Blakeslee - Loyola Academy,0,463,"{""nodeId"":""node_12.al"",""visitEndTime"":1393861933000,""hintStates"":[],""nodeStates"":[{""timestamp"":1393861929811,""assessments"":[{""response"":{""id"":""tpCiMIbSWT"",""text"":""Chance played a bigger role in one than the other."",""autoScoreResult"":{""maxScore"":1,""choiceScore"":1,""isCorrect"":true}},""id"":""XyKkhFGIPm"",""type"":""radio""},{""response"":{""text"":""Since spikes do not help with survival or mating it is just luck whether or not those lizards live. Long tails do help survivial so those lizards will live. ""},""id"":""xTsQY4z6dL"",""type"":""text""}],""submit"":false,""isSubmit"":true,""locked"":true,""type"":""assessmentlist""}],""visitStartTime"":1393861852000,""nodeType"":""AssessmentListNode"",""visitPostTime"":null}"
4142,node_13.al,AssessmentListNode,6619,BrianO0127,303,Evolution Pre-test - Cindy Blakeslee - Loyola Academy,0,463,"{""nodeId"":""node_13.al"",""visitEndTime"":1393862032000,""hintStates"":[],""nodeStates"":[{""timestamp"":1393862027998,""assessments"":[{""response"":{""text"":""Camouflage happened. Only the reddish brown lizards survived so little by little they became more and more reddish brown.""},""id"":""rVoKNuuAiG"",""type"":""text""}],""submit"":false,""isSubmit"":true,""locked"":true,""type"":""assessmentlist""}],""visitStartTime"":1393861940000,""nodeType"":""AssessmentListNode"",""visitPostTime"":null}"
4143,node_14.al,AssessmentListNode,6619,BrianO0127,303,Evolution Pre-test - Cindy Blakeslee - Loyola Academy,0,463,"{""nodeId"":""node_14.al"",""visitEndTime"":1393862074000,""hintStates"":[],""nodeStates"":[{""timestamp"":1393862074819,""assessments"":[{""response"":{""id"":""z0mYmyKfBW"",""text"":""2: Played a major role""},""id"":""EzKmtagRGY"",""type"":""radio""},{""response"":{""id"":""rtQhhFONnE"",""text"":""2: Played a major role""},""id"":""litJb54alj"",""type"":""radio""},{""response"":null,""id"":""nhZOGK8qpO"",""type"":""radio""},{""response"":null,""id"":""8KJldqvorQ"",""type"":""radio""},{""response"":null,""id"":""w2vbawNnnh"",""type"":""radio""},{""response"":null,""id"":""8fiTGm2BnC"",""type"":""radio""},{""response"":null,""id"":""UEW1uYNnVg"",""type"":""text""}],""submit"":false,""isSubmit"":false,""type"":""assessmentlist""}],""visitStartTime"":1393862032000,""nodeType"":""AssessmentListNode"",""visitPostTime"":null}"
4144,node_15.al,AssessmentListNode,6619,BrianO0127,303,Evolution Pre-test - Cindy Blakeslee - Loyola Academy,0,463,"{""nodeId"":""node_15.al"",""visitEndTime"":1393862124000,""hintStates"":[],""nodeStates"":[{""timestamp"":1393862123458,""assessments"":[{""response"":{""id"":""3SUTt3hC0H"",""text"":""Introducing a new breed of panthers"",""autoScoreResult"":{""maxScore"":0,""isCorrect"":true}},""id"":""lkZj7mtwk4"",""type"":""radio""},{""response"":{""text"":""Since the panthers have genetic defects nothing can be done to stop its offspring from being sick too. ""},""id"":""YiqdDVB0lJ"",""type"":""text""}],""submit"":false,""isSubmit"":true,""locked"":true,""type"":""assessmentlist""}],""visitStartTime"":1393862074000,""nodeType"":""AssessmentListNode"",""visitPostTime"":null}"
4145,node_18.al,AssessmentListNode,6619,BrianO0127,303,Evolution Pre-test - Cindy Blakeslee - Loyola Academy,0,463,"{""nodeId"":""node_18.al"",""visitEndTime"":1393862206000,""hintStates"":[],""nodeStates"":[{""timestamp"":1393862206299,""assessments"":[{""response"":{""id"":""yrIZYvVdXA"",""text"":""Maximum possible; ten arm lengths."",""autoScoreResult"":{""maxScore"":1,""choiceScore"":1,""isCorrect"":true}},""id"":""l56D2FAV3d"",""type"":""radio""},{""response"":null,""id"":""7zMEOFH1Vm"",""type"":""text""},{""response"":null,""id"":""yOlU6VfZAZ"",""type"":""radio""},{""response"":null,""id"":""AWUGamhWtt"",""type"":""text""}],""submit"":false,""isSubmit"":false,""type"":""assessmentlist""}],""visitStartTime"":1393862124000,""nodeType"":""AssessmentListNode"",""visitPostTime"":null}"
4137,node_0.al,AssessmentListNode,6619,BrianO0127,303,Evolution Pre-test - Cindy Blakeslee - Loyola Academy,0,463,"{""nodeId"":""node_0.al"",""visitEndTime"":1393862381000,""hintStates"":[],""nodeStates"":[{""timestamp"":1393862381163,""assessments"":[{""response"":{""id"":""LyvcCBaP8Y"",""text"":""During treatment with an antibiotic, only those individual bacteria that already have a trait that helps them survive the effects of the antibiotic will live.  Their offspring in the next generation will also have this trait. "",""autoScoreResult"":{""maxScore"":1,""choiceScore"":1,""isCorrect"":true}},""id"":""kyGatwL8Zy"",""type"":""radio""},{""response"":{""id"":""IgaUggyULI"",""text"":""The individual birds that already have the kind of beak that allows them to eat the seeds that are harder to crack open would be more likely to survive and reproduce."",""autoScoreResult"":{""maxScore"":1,""choiceScore"":1,""isCorrect"":true}},""id"":""bJKlnjnZ27"",""type"":""radio""},{""response"":{""id"":""u1mmkUWs6D"",""text"":""Most species living today did not exist at the time life began."",""autoScoreResult"":{""maxScore"":1,""isCorrect"":true}},""id"":""rCwfXhhb1O"",""type"":""radio""},{""response"":{""id"":""UNvqakMLEj"",""text"":""The gene pool converges and becomes more limited"",""autoScoreResult"":{""maxScore"":1,""choiceScore"":1,""isCorrect"":true}},""id"":""Ol4jrE6MXI"",""type"":""radio""},{""response"":{""text"":""Because only some traits get passed down\n""},""id"":""YJVWkwkdRu"",""type"":""text""}],""submit"":false,""isSubmit"":false,""type"":""assessmentlist""}],""visitStartTime"":1393862311000,""nodeType"":""AssessmentListNode"",""visitPostTime"":null}"
4138,node_17.al,AssessmentListNode,6619,BrianO0127,303,Evolution Pre-test - Cindy Blakeslee - Loyola Academy,0,463,"{""nodeId"":""node_17.al"",""visitEndTime"":1393862417000,""hintStates"":[],""nodeStates"":[{""timestamp"":1393862417769,""assessments"":[{""response"":{""id"":""2jzlnH1uDJ"",""text"":""She cannot be absolutely certain that the real airplane will fly well in the rain unless she actually flies the real airplane in the rain."",""autoScoreResult"":{""maxScore"":1,""choiceScore"":1,""isCorrect"":true}},""id"":""gHnYaEJsRx"",""type"":""radio""},{""response"":{""id"":""UJtHErrwmM"",""text"":""Either the small-scale version of the house or the floor plans could be a better model depending on what model will be used for."",""autoScoreResult"":{""maxScore"":1,""choiceScore"":1,""isCorrect"":true}},""id"":""5Sl88vyECB"",""type"":""radio""},{""response"":{""id"":""UnklR5mPpK"",""text"":""It is not possible to conclude from this experiment if 60F is better than 90F for growing these plants or if one cup of water is better than two cups of water for growing these plants. "",""autoScoreResult"":{""maxScore"":0,""isCorrect"":true}},""id"":""ijwuCmUAo2"",""type"":""radio""}],""submit"":false,""isSubmit"":false,""type"":""assessmentlist""}],""visitStartTime"":1393862381000,""nodeType"":""AssessmentListNode"",""visitPostTime"":null}"
4139,node_10.al,AssessmentListNode,6619,BrianO0127,303,Evolution Pre-test - Cindy Blakeslee - Loyola Academy,0,463,"{""nodeId"":""node_10.al"",""visitEndTime"":1393862465000,""hintStates"":[],""nodeStates"":[{""timestamp"":1393862460964,""assessments"":[{""response"":{""id"":""AIrZ8buLJ5"",""text"":""On both parts, the average length of their tail will have increased."",""autoScoreResult"":{""maxScore"":1,""choiceScore"":1,""isCorrect"":true}},""id"":""xuquELx0uX"",""type"":""radio""},{""response"":{""text"":""EVolution""},""id"":""egXDDynYbq"",""type"":""text""}],""submit"":false,""isSubmit"":true,""locked"":true,""type"":""assessmentlist""}],""visitStartTime"":1393862417000,""nodeType"":""AssessmentListNode"",""visitPostTime"":null}"
4140,node_11.al,AssessmentListNode,6619,BrianO0127,303,Evolution Pre-test - Cindy Blakeslee - Loyola Academy,0,463,"{""nodeId"":""node_11.al"",""visitEndTime"":1393862510000,""hintStates"":[],""nodeStates"":[{""timestamp"":1393862505476,""assessments"":[{""response"":{""id"":""tF3QlaJmut"",""text"":""Because these traits don\u2019t contribute to survival or chance of reproduction, allele frequencies for the traits will be very similar on both parts of the island."",""autoScoreResult"":{""maxScore"":1}},""id"":""jf6TONHsd2"",""type"":""radio""},{""response"":{""text"":""Evolution""},""id"":""ffNUt2iyDE"",""type"":""text""},{""response"":{""id"":""gOyHhVkmZU"",""text"":""The proportion of dominant and recessive alleles will be roughly 75% to 25%."",""autoScoreResult"":{""maxScore"":1}},""id"":""etjxUgd7Z7"",""type"":""radio""}],""submit"":false,""isSubmit"":true,""locked"":true,""type"":""assessmentlist""}],""visitStartTime"":1393862465000,""nodeType"":""AssessmentListNode"",""visitPostTime"":null}"
4143,node_14.al,AssessmentListNode,6619,BrianO0127,303,Evolution Pre-test - Cindy Blakeslee - Loyola Academy,0,463,"{""nodeId"":""node_14.al"",""visitEndTime"":1393862528000,""hintStates"":[],""nodeStates"":[{""timestamp"":1393862528120,""assessments"":[{""response"":{""id"":""z0mYmyKfBW"",""text"":""2: Played a major role""},""id"":""EzKmtagRGY"",""type"":""radio""},{""response"":{""id"":""rtQhhFONnE"",""text"":""2: Played a major role""},""id"":""litJb54alj"",""type"":""radio""},{""response"":{""id"":""SNjrmrcZbn"",""text"":""2: Played a major role""},""id"":""nhZOGK8qpO"",""type"":""radio""},{""response"":{""id"":""lke6ExygmR"",""text"":""2: Played a major role""},""id"":""8KJldqvorQ"",""type"":""radio""},{""response"":{""id"":""3uAeu2Mg6q"",""text"":""0: Played no role or a negligible role""},""id"":""w2vbawNnnh"",""type"":""radio""},{""response"":{""id"":""6ZjywbOnWY"",""text"":""2: Played a major role""},""id"":""8fiTGm2BnC"",""type"":""radio""},{""response"":null,""id"":""UEW1uYNnVg"",""type"":""text""}],""submit"":false,""isSubmit"":false,""type"":""assessmentlist""}],""visitStartTime"":1393862514000,""nodeType"":""AssessmentListNode"",""visitPostTime"":null}"
4145,node_18.al,AssessmentListNode,6619,BrianO0127,303,Evolution Pre-test - Cindy Blakeslee - Loyola Academy,0,463,"{""nodeId"":""node_18.al"",""visitEndTime"":1393862562000,""hintStates"":[],""nodeStates"":[{""timestamp"":1393862562980,""assessments"":[{""response"":{""id"":""yrIZYvVdXA"",""text"":""Maximum possible; ten arm lengths."",""autoScoreResult"":{""maxScore"":1,""choiceScore"":1,""isCorrect"":true}},""id"":""l56D2FAV3d"",""type"":""radio""},{""response"":{""text"":""Evolution""},""id"":""7zMEOFH1Vm"",""type"":""text""},{""response"":{""id"":""uikpJ33WFB"",""text"":""At the very end of the line."",""autoScoreResult"":{""maxScore"":1,""choiceScore"":1,""isCorrect"":true}},""id"":""yOlU6VfZAZ"",""type"":""radio""},{""response"":{""text"":""Evolution""},""id"":""AWUGamhWtt"",""type"":""text""}],""submit"":false,""isSubmit"":false,""type"":""assessmentlist""}],""visitStartTime"":1393862530000,""nodeType"":""AssessmentListNode"",""visitPostTime"":null}"
4146,node_19.al,AssessmentListNode,6619,BrianO0127,303,Evolution Pre-test - Cindy Blakeslee - Loyola Academy,0,463,"{""nodeId"":""node_19.al"",""visitEndTime"":1393862617000,""hintStates"":[],""nodeStates"":[{""timestamp"":1393862616999,""assessments"":[{""response"":{""id"":""xa00v46q80"",""text"":""Path D"",""autoScoreResult"":{""maxScore"":1}},""id"":""oWovHD6c2V"",""type"":""radio""},{""response"":{""id"":""iON7GXiBl4"",""text"":""Yes he should, because it will increase his chances of reaching to the charging station."",""autoScoreResult"":{""maxScore"":1,""choiceScore"":1,""isCorrect"":true}},""id"":""dOoRm2Fpm0"",""type"":""radio""},{""response"":{""text"":""Evolution""},""id"":""cADFqYQTOz"",""type"":""text""}],""submit"":false,""isSubmit"":false,""type"":""assessmentlist""}],""visitStartTime"":1393862562000,""nodeType"":""AssessmentListNode"",""visitPostTime"":null}"
4147,node_20.al,AssessmentListNode,6619,BrianO0127,303,Evolution Pre-test - Cindy Blakeslee - Loyola Academy,0,463,"{""nodeId"":""node_20.al"",""visitEndTime"":1393862677000,""hintStates"":[],""nodeStates"":[{""timestamp"":1393862669673,""assessments"":[{""response"":{""id"":""EFJaN4zSeM"",""text"":""Graph A"",""autoScoreResult"":{""maxScore"":1,""choiceScore"":1,""isCorrect"":true}},""id"":""0dHlpeqkc8"",""type"":""radio""},{""response"":{""id"":""J6pbtlzM1t"",""text"":""Graph D"",""autoScoreResult"":{""maxScore"":1,""choiceScore"":1,""isCorrect"":true}},""id"":""h8mqBgvQsj"",""type"":""radio""}],""submit"":false,""isSubmit"":true,""locked"":true,""type"":""assessmentlist""}],""visitStartTime"":1393862617000,""nodeType"":""AssessmentListNode"",""visitPostTime"":null}"
4148,node_21.al,AssessmentListNode,6619,BrianO0127,303,Evolution Pre-test - Cindy Blakeslee - Loyola Academy,0,463,"{""nodeId"":""node_21.al"",""visitEndTime"":1393862712000,""hintStates"":[],""nodeStates"":[{""timestamp"":1393862703588,""assessments"":[{""response"":{""id"":""PaAvprnqjZ"",""text"":""It rains."",""autoScoreResult"":{""maxScore"":1,""choiceScore"":1,""isCorrect"":true}},""id"":""Fin0piIKWa"",""type"":""radio""}],""submit"":false,""isSubmit"":true,""locked"":true,""type"":""assessmentlist""}],""visitStartTime"":1393862677000,""nodeType"":""AssessmentListNode"",""visitPostTime"":null}"
4137,node_0.al,AssessmentListNode,6623,AnnieN0511,303,Evolution Pre-test - Cindy Blakeslee - Loyola Academy,1,463,"{""nodeId"":""node_0.al"",""visitEndTime"":1393861834000,""hintStates"":[],""nodeStates"":[{""timestamp"":1393861834959,""assessments"":[{""response"":{""id"":""RvezbUYNnA"",""text"":""During treatment with an antibiotic, each individual bacterium tries to become resistant to the antibiotic.  Only some are able to willingly become resistant, and these individuals survive to pass this trait to their offspring."",""autoScoreResult"":{""maxScore"":1}},""id"":""kyGatwL8Zy"",""type"":""radio""},{""response"":{""id"":""IgaUggyULI"",""text"":""The individual birds that already have the kind of beak that allows them to eat the seeds that are harder to crack open would be more likely to survive and reproduce."",""autoScoreResult"":{""maxScore"":1,""choiceScore"":1,""isCorrect"":true}},""id"":""bJKlnjnZ27"",""type"":""radio""},{""response"":{""id"":""u1mmkUWs6D"",""text"":""Most species living today did not exist at the time life began."",""autoScoreResult"":{""maxScore"":1,""isCorrect"":true}},""id"":""rCwfXhhb1O"",""type"":""radio""},{""response"":{""id"":""HicmKwpJTB"",""text"":""The gene pool becomes more diverse"",""autoScoreResult"":{""maxScore"":1}},""id"":""Ol4jrE6MXI"",""type"":""radio""},{""response"":{""text"":""When humans continue a line of getting married to people of different breed, their selection of gene pool is going to be more diverse in every child ""},""id"":""YJVWkwkdRu"",""type"":""text""}],""submit"":false,""isSubmit"":false,""type"":""assessmentlist""}],""visitStartTime"":1393861595000,""nodeType"":""AssessmentListNode"",""visitPostTime"":null}"
4138,node_17.al,AssessmentListNode,6623,AnnieN0511,303,Evolution Pre-test - Cindy Blakeslee - Loyola Academy,1,463,"{""nodeId"":""node_17.al"",""visitEndTime"":1393861948000,""hintStates"":[],""nodeStates"":[{""timestamp"":1393861948527,""assessments"":[{""response"":{""id"":""2jzlnH1uDJ"",""text"":""She cannot be absolutely certain that the real airplane will fly well in the rain unless she actually flies the real airplane in the rain."",""autoScoreResult"":{""maxScore"":1,""choiceScore"":1,""isCorrect"":true}},""id"":""gHnYaEJsRx"",""type"":""radio""},{""response"":{""id"":""UJtHErrwmM"",""text"":""Either the small-scale version of the house or the floor plans could be a better model depending on what model will be used for."",""autoScoreResult"":{""maxScore"":1,""choiceScore"":1,""isCorrect"":true}},""id"":""5Sl88vyECB"",""type"":""radio""},{""response"":{""id"":""UnklR5mPpK"",""text"":""It is not possible to conclude from this experiment if 60F is better than 90F for growing these plants or if one cup of water is better than two cups of water for growing these plants. "",""autoScoreResult"":{""maxScore"":0,""isCorrect"":true}},""id"":""ijwuCmUAo2"",""type"":""radio""}],""submit"":false,""isSubmit"":false,""type"":""assessmentlist""}],""visitStartTime"":1393861834000,""nodeType"":""AssessmentListNode"",""visitPostTime"":null}"
4139,node_10.al,AssessmentListNode,6623,AnnieN0511,303,Evolution Pre-test - Cindy Blakeslee - Loyola Academy,1,463,"{""nodeId"":""node_10.al"",""visitEndTime"":1393862078000,""hintStates"":[],""nodeStates"":[{""timestamp"":1393862074481,""assessments"":[{""response"":{""id"":""AIrZ8buLJ5"",""text"":""On both parts, the average length of their tail will have increased."",""autoScoreResult"":{""maxScore"":1,""choiceScore"":1,""isCorrect"":true}},""id"":""xuquELx0uX"",""type"":""radio""},{""response"":{""text"":""Separating the two groups of lizards made the lizards have to adapt to new surrounding. As a compensation, they will get longer tails ""},""id"":""egXDDynYbq"",""type"":""text""}],""submit"":false,""isSubmit"":true,""locked"":true,""type"":""assessmentlist""}],""visitStartTime"":1393861948000,""nodeType"":""AssessmentListNode"",""visitPostTime"":null}"
4140,node_11.al,AssessmentListNode,6623,AnnieN0511,303,Evolution Pre-test - Cindy Blakeslee - Loyola Academy,1,463,"{""nodeId"":""node_11.al"",""visitEndTime"":1393862272000,""hintStates"":[],""nodeStates"":[{""timestamp"":1393862270431,""assessments"":[{""response"":{""id"":""tcxPSi2Akc"",""text"":""In general, dominant alleles will be greater in number than recessive alleles on both parts of the island."",""autoScoreResult"":{""maxScore"":1}},""id"":""jf6TONHsd2"",""type"":""radio""},{""response"":{""text"":""Dominant alleles generally are greater in number ""},""id"":""ffNUt2iyDE"",""type"":""text""},{""response"":{""id"":""3nOYpft3p2"",""text"":""It is hard to predict what the proportion of dominant and recessive alleles would be."",""autoScoreResult"":{""maxScore"":1,""choiceScore"":1,""isCorrect"":true}},""id"":""etjxUgd7Z7"",""type"":""radio""}],""submit"":false,""isSubmit"":true,""locked"":true,""type"":""assessmentlist""}],""visitStartTime"":1393862078000,""nodeType"":""AssessmentListNode"",""visitPostTime"":null}"
4141,node_12.al,AssessmentListNode,6623,AnnieN0511,303,Evolution Pre-test - Cindy Blakeslee - Loyola Academy,1,463,"{""nodeId"":""node_12.al"",""visitEndTime"":1393862334000,""hintStates"":[],""nodeStates"":[{""timestamp"":1393862333322,""assessments"":[{""response"":{""id"":""JHuPM5bWzA"",""text"":""The environment played an equally important role in both."",""autoScoreResult"":{""maxScore"":1}},""id"":""XyKkhFGIPm"",""type"":""radio""},{""response"":{""text"":""Lizards change in order to survive in their surroundings ""},""id"":""xTsQY4z6dL"",""type"":""text""}],""submit"":false,""isSubmit"":true,""locked"":true,""type"":""assessmentlist""}],""visitStartTime"":1393862272000,""nodeType"":""AssessmentListNode"",""visitPostTime"":null}"
4142,node_13.al,AssessmentListNode,6623,AnnieN0511,303,Evolution Pre-test - Cindy Blakeslee - Loyola Academy,1,463,"{""nodeId"":""node_13.al"",""visitEndTime"":1393862437000,""hintStates"":[],""nodeStates"":[{""timestamp"":1393862425876,""assessments"":[{""response"":{""text"":""The red dirt could have affected their color or their bodies could have changed in order to fit in with their surroundings in order to be less obvious to predators ""},""id"":""rVoKNuuAiG"",""type"":""text""}],""submit"":false,""isSubmit"":true,""locked"":true,""type"":""assessmentlist""}],""visitStartTime"":1393862334000,""nodeType"":""AssessmentListNode"",""visitPostTime"":null}"
4143,node_14.al,AssessmentListNode,6623,AnnieN0511,303,Evolution Pre-test - Cindy Blakeslee - Loyola Academy,1,463,"{""nodeId"":""node_14.al"",""visitEndTime"":1393862494000,""hintStates"":[],""nodeStates"":[{""timestamp"":1393862494496,""assessments"":[{""response"":{""id"":""gZEJdqfwGr"",""text"":""1: Played a role""},""id"":""EzKmtagRGY"",""type"":""radio""},{""response"":{""id"":""qiyA3fSTsR"",""text"":""1: Played a role""},""id"":""litJb54alj"",""type"":""radio""},{""response"":{""id"":""SNjrmrcZbn"",""text"":""2: Played a major role""},""id"":""nhZOGK8qpO"",""type"":""radio""},{""response"":{""id"":""lke6ExygmR"",""text"":""2: Played a major role""},""id"":""8KJldqvorQ"",""type"":""radio""},{""response"":{""id"":""u8RNpKHdYV"",""text"":""1: Played a role""},""id"":""w2vbawNnnh"",""type"":""radio""},{""response"":{""id"":""7sU1Vp2JTv"",""text"":""1: Played a role""},""id"":""8fiTGm2BnC"",""type"":""radio""},{""response"":null,""id"":""UEW1uYNnVg"",""type"":""text""}],""submit"":false,""isSubmit"":false,""type"":""assessmentlist""}],""visitStartTime"":1393862437000,""nodeType"":""AssessmentListNode"",""visitPostTime"":null}"
4144,node_15.al,AssessmentListNode,6623,AnnieN0511,303,Evolution Pre-test - Cindy Blakeslee - Loyola Academy,1,463,"{""nodeId"":""node_15.al"",""visitEndTime"":1393862604000,""hintStates"":[],""nodeStates"":[{""timestamp"":1393862602700,""assessments"":[{""response"":{""id"":""3SUTt3hC0H"",""text"":""Introducing a new breed of panthers"",""autoScoreResult"":{""maxScore"":0,""isCorrect"":true}},""id"":""lkZj7mtwk4"",""type"":""radio""},{""response"":{""text"":""The existing planters have too many internal problems that make their chances of survival too low even if they're put I a reserve without hunters ""},""id"":""YiqdDVB0lJ"",""type"":""text""}],""submit"":false,""isSubmit"":true,""locked"":true,""type"":""assessmentlist""}],""visitStartTime"":1393862494000,""nodeType"":""AssessmentListNode"",""visitPostTime"":null}"
